,name,gender,origin,meaning
MARLIS,MARLIS,['f'],['German'],Combination of MARIA and LIESE.
MARLOES,MARLOES,['f'],['Dutch'],Combination of MARIA and LOES.
MARLON,MARLON,['m'],['English'],"Meaning unknown. This name was popularized by the American actor Marlon Brando (1924-2004), who was named after his father."
MARLOWE,MARLOWE,['f'],['English (Modern)'],"From a surname which was derived from a place name meaning ""remnants of a lake"" in Old English."
MARLY,MARLY,['f'],['English (Rare)'],Variant of MARLEY.
MARLYN,MARLYN,['f'],['English'],Variant of MARILYN.
MARLÈNE,MARLÈNE,['f'],['French'],French form of MARLENE.
MARMADUKE,MARMADUKE,['m'],"['English (British, Rare)']",Possibly derived from the Old Irish name MÁEL MÁEDÓC. This name has been traditionally used in the Yorkshire area of Britain.
MARNA,MARNA,['f'],['Danish'],Danish short form of MARINA.
MARNI,MARNI,['f'],['English'],Variant of MARNIE.
MARNIE,MARNIE,['f'],['English'],"Possibly a diminutive of MARINA. This name was brought to public attention by Alfred Hitchcock's movie 'Marnie' (1964), itself based on a 1961 novel by Winston Graham."
MARNIX,MARNIX,['m'],['Dutch'],From a Dutch surname of unknown meaning.
MARQUES,MARQUES,['m'],['African American (Modern)'],Variant of MARQUIS.
MARQUINHOS,MARQUINHOS,['m'],['Portuguese'],Portuguese diminutive of MARCOS.
MARQUIS,MARQUIS,['m'],['African American'],"From a noble title which was derived from the Old French word marchis ""march, borderland"", which originally referred to someone who ruled on the borderlands of a realm."
MARQUISE,MARQUISE,['m'],['African American (Modern)'],"Variant of MARQUIS. Technically, marquise is the feminine form of the title marquis."
MARQUITA,MARQUITA,['f'],['African American'],Feminine variant of MARQUIS.
MARS,MARS,['m'],['Roman Mythology'],"Possibly related to Latin mas ""male"" (genitive maris). In Roman mythology Mars was the god of war, often equated with the Greek god Ares. This is also the name of the fourth planet in the solar system."
MARSAILI,MARSAILI,['f'],['Scottish'],Scottish form of both MARJORIE and MARCELLA.
MARSHA,MARSHA,['f'],['English'],Variant of MARCIA.
MARSHAL,MARSHAL,['m'],['English'],Variant of MARSHALL.
MARSHALL,MARSHALL,['m'],['English'],"From a surname which originally denoted a person who was a marshal. The word marshal originally derives from Germanic marah ""horse"" and scalc ""servant""."
MARTA,MARTA,['f'],"['Spanish', 'Italian', 'Portuguese', 'Catalan', 'Polish', 'Czech', 'Slovak', 'German', 'Dutch', 'Romanian', 'Slovene', 'Bulgarian', 'Serbian', 'Croatian', 'Macedonian', 'Russian', 'Swedish', 'Icelandic', 'Latvian', 'Georgian']",Cognate of MARTHA.
MARTE,MARTE,['f'],['Norwegian'],Norwegian variant of MARTHA.
MARTEN,MARTEN,['m'],['Dutch'],Dutch form of Martinus (see MARTIN).
MARTHA,MARTHA,['f'],"['English', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'German', 'Greek', 'Biblical', 'Old Church Slavic', 'Biblical Latin', 'Biblical Greek']","From Aramaic מַרְתָּא(marta') meaning ""the lady, the mistress"", feminine form of מַר(mar) meaning ""master"". In the New Testament this is the name of the sister of Lazarus and Mary of Bethany (who is sometimes identified with Mary Magdalene). She was a witness to Jesus restoring her dead brother to life....[more]"
MARTHE,MARTHE,['f'],"['French', 'Norwegian']",French and Norwegian form of MARTHA.
MARTIAL,MARTIAL,['m'],['History'],"From the Roman cognomen Martialis, which was derived from the name of the Roman god MARS. The name was borne by Marcus Valerius Martialis, now commonly known as Martial, a Roman poet of the 1st century."
MARTIALIS,MARTIALIS,['m'],['Ancient Roman'],Original Latin form of MARTIAL.
MARTIE,MARTIE,"['m', 'f']",['English'],"Diminutive of MARTIN, MARTINA or MARTHA."
MARTIJN,MARTIJN,['m'],['Dutch'],Dutch form of MARTIN.
MARTIM,MARTIM,['m'],['Portuguese'],Portuguese form of Martinus (see MARTIN).
MARTIN,MARTIN,['m'],"['English', 'French', 'German', 'Swedish', 'Norwegian', 'Danish', 'Russian', 'Romanian', 'Czech', 'Slovak', 'Slovene', 'Croatian', 'Hungarian', 'Bulgarian', 'Macedonian', 'Finnish']","From the Roman name Martinus, which was derived from Martis, the genitive case of the name of the Roman god MARS. Saint Martin of Tours was a 4th-century bishop who is the patron saint of France. According to legend, he came across a cold beggar in the middle of winter so he ripped his cloak in two and gave half of it to the beggar. He was a favourite saint during the Middle Ages, and his name has become common throughout the Christian world....[more]"
MARTINA,MARTINA,['f'],"['German', 'Italian', 'Spanish', 'Catalan', 'Czech', 'Slovak', 'Croatian', 'Slovene', 'Hungarian', 'English', 'Swedish', 'Dutch', 'Ancient Roman']",Feminine form of Martinus (see MARTIN). Saint Martina was a 3rd-century martyr who is one of the patron saints of Rome.
MARTINE,MARTINE,['f'],"['French', 'Dutch', 'Norwegian']","French, Dutch and Norwegian feminine form of Martinus (see MARTIN)."
MARTINHO,MARTINHO,['m'],['Portuguese'],Portuguese form of Martinus (see MARTIN).
MARTINO,MARTINO,['m'],['Italian'],Italian form of Martinus (see MARTIN).
MARTINUS,MARTINUS,['m'],"['Ancient Roman', 'Dutch']","Original Latin form of MARTIN. This is also the official Dutch form of the name, used on birth certificates but commonly rendered Maarten or Marten in daily life."
MARTIRIO,MARTIRIO,['f'],['Spanish'],"Means ""martyrdom"" in Spanish."
MARTITA,MARTITA,['f'],['Spanish'],Spanish diminutive of MARTA.
MARTTA,MARTTA,['f'],['Finnish'],Finnish form of MARTHA.
MARTTI,MARTTI,['m'],['Finnish'],Finnish form of MARTIN.
MARTY,MARTY,['m'],['English'],Diminutive of MARTIN.
MARTYN,MARTYN,['m'],"['Welsh', 'Ukrainian']",Welsh and Ukrainian form of MARTIN.
MARTYNA,MARTYNA,['f'],['Polish'],Polish feminine form of Martinus (see MARTIN).
MARTYNAS,MARTYNAS,['m'],['Lithuanian'],Lithuanian form of Martinus (see MARTIN).
MARTZEL,MARTZEL,['m'],['Basque'],Basque form of MARCELLUS.
MARTÍ,MARTÍ,['m'],['Catalan'],Catalan form of MARTIN.
MARTÍN,MARTÍN,['m'],['Spanish'],Spanish form of Martinus (see MARTIN).
MARTÎN,MARTÎN,['m'],['Norman'],Norman form of Martinus (see MARTIN).
MARUF,MARUF,['m'],"['Arabic', 'Bengali']","Means ""favour, kindness"" in Arabic."
MARUXA,MARUXA,['f'],['Galician'],Galician diminutive of MARIA.
MARVA,MARVA,['f'],['English'],Feminine form of MARVIN.
MARVIN,MARVIN,['m'],"['English', 'German']",Probably from an English surname which was derived from the given name MERVYN. A famous bearer was the American musician Marvin Gaye (1939-1984).
MARVYN,MARVYN,['m'],['English (Rare)'],Variant of MARVIN.
MARWA,MARWA,['f'],['Arabic'],From the Arabic name of a fragrant plant. Al-Marwa is one of the names of a sacred hill near Mecca.
MARWIN,MARWIN,['m'],['German'],German variant of MARVIN.
MARY,MARY,['f'],"['English', 'Biblical']","Usual English form of Maria, the Latin form of the New Testament Greek names Μαριαμ(Mariam) and Μαρια(Maria) - the spellings are interchangeable - which were from Hebrew מִרְיָם(Miryam), a name borne by the sister of Moses in the Old Testament. The meaning is not known for certain, but there are several theories including ""sea of bitterness"", ""rebelliousness"", and ""wished for child"". However it was most likely originally an Egyptian name, perhaps derived in part from mry ""beloved"" or mr ""love""....[more]"
MARYA,MARYA,['f'],['Russian'],Russian variant form of MARIA.
MARYAM,MARYAM,['f'],"['Arabic', 'Persian']","Arabic and Persian form of Miryam (see MARY). In Iran it is also the name of a flower, the tuberose, which is named after the Virgin Mary."
MARYAMU,MARYAMU,['f'],"['Western African', 'Hausa']",Hausa form of MARYAM.
MARYANA,MARYANA,['f'],['Russian'],Russian variant of MARIANNA.
MARYANN,MARYANN,['f'],['English'],Combination of MARY and ANN.
MARYANNE,MARYANNE,['f'],['English'],Combination of MARY and ANNE(1).
MARYBETH,MARYBETH,['f'],['English'],Combination of MARY and BETH.
MARYIA,MARYIA,['f'],['Belarusian'],Belarusian form of MARIA.
MARYLA,MARYLA,['f'],['Polish'],Polish diminutive of MARIA.
MARYLOU,MARYLOU,['f'],['English'],Combination of MARY and LOU.
MARYLU,MARYLU,['f'],['English (Rare)'],Variant of MARYLOU.
MARYLYN,MARYLYN,['f'],['English'],Variant of MARILYN.
MARYVONNE,MARYVONNE,['f'],['French'],Combination of MARIE and YVONNE.
MARZANNA  (1),MARZANNA  (1),['f'],['Polish'],Probably a Polish variant of MARIANNA.
MARZANNA  (2),MARZANNA  (2),['f'],['Slavic Mythology'],Polish form of MORANA.
MARZELL,MARZELL,['m'],['German (Rare)'],German variant of MARCELLUS.
MARZENA,MARZENA,['f'],['Polish'],Probably originally a Polish diminutive of MARIA or MAŁGORZATA.
MARZIA,MARZIA,['f'],['Italian'],Italian form of MARCIA.
MARZIO,MARZIO,['m'],['Italian'],Italian form of MARCIUS.
MARÍA,MARÍA,"['f', 'm']","['Spanish', 'Galician', 'Icelandic']","Spanish, Galician and Icelandic form of MARIA. It is occasionally used as a masculine middle name in Spanish-speaking regions."
MAS'UD,MAS'UD,['m'],"['Arabic', 'Persian']","Means ""lucky"" in Arabic."
MASAMBA,MASAMBA,['m'],"['Eastern African', 'Yao']","Means ""leaves, vegetables"" in Yao."
MASAMI,MASAMI,"['f', 'm']",['Japanese'],"From Japanese 成(masa) meaning ""become"" or 正(masa) meaning ""right, proper"" combined with 美(mi) meaning ""beautiful"". This name can also be formed from other combinations of kanji."
MASARU,MASARU,['m'],['Japanese'],"From Japanese 勝(masaru) meaning ""victory"". Other kanji or kanji combinations can also form this name."
MASEGO,MASEGO,['f'],"['Southern African', 'Tswana']","Means ""blessings"" in Tswana."
MASHA,MASHA,['f'],['Russian'],Russian diminutive of MARIYA.
MASON,MASON,['m'],['English'],"From an English surname meaning ""stoneworker"", from an Old French word of Germanic origin (akin to Old English macian ""to make"")."
MASOOD,MASOOD,['m'],"['Arabic', 'Persian']",Variant transcription of MAS'UD.
MASOUD,MASOUD,['m'],"['Arabic', 'Persian']",Variant transcription of MAS'UD.
MASOUMEH,MASOUMEH,['f'],['Persian'],Persian form of MASUMA.
MASOZI,MASOZI,"['m', 'f']","['Southern African', 'Tumbuka']","Means ""tears"" in Tumbuka."
MASSIMILIANO,MASSIMILIANO,['m'],['Italian'],Italian form of MAXIMILIAN.
MASSIMO,MASSIMO,['m'],['Italian'],Italian form of MAXIMUS.
MASSOUD,MASSOUD,['m'],['Persian'],Variant transcription of MAS'UD.
MASTERMAN,MASTERMAN,['m'],['English (Rare)'],From a surname which originally belonged to a person who worked as a servant.
MASUD,MASUD,['m'],['Bengali'],Bengali form of MAS'UD.
MASUMA,MASUMA,['f'],['Arabic'],"Means ""innocent"" in Arabic. After her death, this name was applied to Fatima, a daughter of the 9th-century Shia imam Musa al-Kadhim."
MASUYO,MASUYO,['f'],['Japanese'],"From Japanese 益(masu) meaning ""profit, benefit"" and 世(yo) meaning ""world"". Other kanji combinations are possible."
MAT,MAT,['m'],['English'],Short form of MATTHEW.
MATAN,MATAN,['m'],['Hebrew'],Variant transcription of MATTAN.
MATAS,MATAS,['m'],['Lithuanian'],Lithuanian form of MATTHEW.
MATE  (1),MATE  (1),['m'],['Georgian'],Georgian form of MATTHEW.
MATE  (2),MATE  (2),['m'],['Croatian'],Diminutive of MATEJ or MATIJA.
MATEA,MATEA,['f'],['Croatian'],Croatian feminine form of MATEO.
MATEI,MATEI,['m'],['Romanian'],Romanian form of MATTHEW.
MATEJ,MATEJ,['m'],"['Slovak', 'Slovene', 'Croatian', 'Macedonian']","Slovak form of MATTHIAS, used to refer to the apostle chosen to replace Judas Iscariot. Also the Slovene, Croatian and Macedonian form of MATTHEW, used to refer to the evangelist and apostle also known as Levi."
MATEJA  (1),MATEJA  (1),['f'],"['Slovene', 'Croatian']",Feminine form of MATEJ.
MATEJA  (2),MATEJA  (2),['m'],['Serbian'],Serbian variant of MATIJA.
MATEO,MATEO,['m'],"['Spanish', 'Croatian']","Spanish form of MATTHEW. This form is also sometimes used in Croatia, from the Italian form MATTEO."
MATEU,MATEU,['m'],['Catalan'],Catalan form of MATTHEW.
MATEUS,MATEUS,['m'],['Portuguese'],Portuguese form of MATTHEW.
MATEUSZ,MATEUSZ,['m'],['Polish'],Polish form of MATTHEW.
MATEVŽ,MATEVŽ,['m'],['Slovene'],Slovene variant of MATTHEW.
MATEY,MATEY,['m'],['Bulgarian'],Bulgarian form of MATTHEW.
MATFEY,MATFEY,['m'],['Russian'],Older Russian form of MATTHEW.
MATH,MATH,['m'],['Welsh Mythology'],"Possibly from Celtic matu meaning ""bear"". According to the Mabinogion, Math ap Mathonwy was a king of Gwynedd and a magician. He was the uncle of the hero Gwydion."
MATHEUS,MATHEUS,['m'],['Portuguese (Brazilian)'],Variant of MATEUS.
MATHEW,MATHEW,['m'],['English'],Variant of MATTHEW.
MATHGHAMHAIN,MATHGHAMHAIN,['m'],['Ancient Irish'],"Means ""bear"" in Irish Gaelic. This was the name of a brother of the Irish king Brian Boru."
MATHIAS,MATHIAS,['m'],"['French', 'German', 'Swedish', 'Norwegian', 'Danish']",Variant of MATTHIAS.
MATHIEU,MATHIEU,['m'],['French'],French variant form of MATTHEW.
MATHILDA,MATHILDA,['f'],"['English', 'Swedish', 'Ancient Germanic']",Variant of MATILDA.
MATHILDE,MATHILDE,['f'],"['French', 'German', 'Dutch', 'Norwegian', 'Danish']",Cognate of MATILDA.
MATHIS,MATHIS,['m'],"['German', 'French']",German and French form of MATTHIAS.
MATHUSALAM,MATHUSALAM,['m'],['Biblical Latin'],Latin form of METHUSELAH.
MATHUSALEM,MATHUSALEM,['m'],['Biblical French'],French form of METHUSELAH.
MATHYS,MATHYS,['m'],['French'],French variant of MATTHIAS.
MATHÉO,MATHÉO,['m'],['French'],French form of MATEO or MATTEO.
MATHÚIN,MATHÚIN,['m'],['Irish'],Modern Irish form of MATHGHAMHAIN.
MATIA,MATIA,['m'],['Basque'],Basque form of MATTHEW.
MATIAS,MATIAS,['m'],"['Finnish', 'Portuguese']",Finnish and Portuguese form of MATTHIAS.
MATIC,MATIC,['m'],['Slovene'],Slovene variant form of MATTHIAS.
MATIJA,MATIJA,"['m', 'f']","['Slovene', 'Croatian', 'Serbian']","Slovene, Croatian and Serbian form of MATTHIAS, used to refer to the apostle chosen to replace Judas Iscariot. It is occasionally used as a feminine name."
MATILD,MATILD,['f'],['Hungarian'],Hungarian form of MATILDA.
MATILDA,MATILDA,['f'],"['English', 'Swedish', 'Finnish']","From the Germanic name Mahthildis meaning ""strength in battle"", from the elements maht ""might, strength"" and hild ""battle"". Saint Matilda was the wife of the 10th-century German king Henry I the Fowler. The name was common in many branches of European royalty in the Middle Ages. It was brought to England by the Normans, being borne by the wife of William the Conqueror himself. Another notable royal by this name was a 12th-century daughter of Henry I of England, known as the Empress Matilda because of her first marriage to the Holy Roman emperor Henry V. She later invaded England, laying the foundations for the reign of her son Henry II....[more]"
MATILDE,MATILDE,['f'],"['Spanish', 'Portuguese', 'Italian']","Spanish, Portuguese and Italian form of MATILDA."
MATJAŽ,MATJAŽ,['m'],['Slovene'],Slovene variant of MATTHIAS.
MATKO,MATKO,['m'],['Croatian'],Diminutive of MATEJ or MATIJA.
MATLEENA,MATLEENA,['f'],['Finnish'],Finnish form of MAGDALENE.
MATO,MATO,['m'],['Croatian'],Diminutive of MATEJ or MATIJA.
MATOUŠ,MATOUŠ,['m'],['Czech'],"Czech form of MATTHEW, used to refer to the evangelist and apostle also known as Levi."
MATRONA,MATRONA,['f'],"['Russian', 'Late Roman']","Means ""lady"" in Late Latin. This was the name of three early saints."
MATRYONA,MATRYONA,['f'],['Russian'],Variant of MATRONA.
MATS,MATS,['m'],"['Swedish', 'Norwegian']",Swedish and Norwegian short form of MATTHIAS.
MATT,MATT,['m'],['English'],Short form of MATTHEW.
MATTAN,MATTAN,['m'],"['Biblical', 'Biblical Hebrew']","Means ""gift"" in Hebrew. This was the name of the father of Shephatiah in the Old Testament."
MATTANIAH,MATTANIAH,['m'],['Biblical'],"Means ""gift of YAHWEH"" in Hebrew. This was the original name of Zedekiah, a king of Judah, in the Old Testament."
MATTANYAHU,MATTANYAHU,['m'],['Biblical Hebrew'],Hebrew form of MATTANIAH.
MATTEA,MATTEA,['f'],['Italian'],Italian feminine form of MATTHEW.
MATTEO,MATTEO,['m'],['Italian'],Italian form of MATTHEW.
MATTEUS,MATTEUS,['m'],"['Swedish', 'Norwegian']","Swedish and Norwegian form of MATTHEW, used to refer to the evangelist and apostle also known as Levi."
MATTHAIOS,MATTHAIOS,['m'],"['Greek', 'Biblical Greek']",Greek form of Mattityahu (see MATTHEW).
MATTHAN,MATTHAN,['m'],"['Biblical', 'Biblical Latin', 'Biblical Greek']","Form of MATTAN used in the Greek and Latin Old Testament. This form of the name is also used in English versions of the New Testament, being borne by the great-grandfather of Jesus."
MATTHEI,MATTHEI,['m'],['Old Church Slavic'],Old Slavic form of MATTHEW.
MATTHEUS,MATTHEUS,['m'],['Biblical Latin'],Latin form of MATTHEW.
MATTHEW,MATTHEW,['m'],"['English', 'Biblical']","English form of Ματθαιος(Matthaios), which was a Greek form of the Hebrew name מַתִּתְיָהוּ(Mattityahu) meaning ""gift of YAHWEH"", from the roots מַתָּן(mattan) meaning ""gift"" and יָה(yah) referring to the Hebrew God. Matthew, also called Levi, was one of the twelve apostles. He was a tax collector, and supposedly the author of the first gospel in the New Testament. He is considered a saint in many Christian traditions. The variant Matthias also occurs in the New Testament belonging to a separate apostle. The name appears in the Old Testament as Mattithiah....[more]"
MATTHIA,MATTHIA,['m'],['Old Church Slavic'],Old Slavic form of MATTHIAS.
MATTHIAS,MATTHIAS,['m'],"['German', 'Swedish', 'Norwegian', 'Danish', 'French', 'Dutch', 'Biblical', 'Biblical Latin', 'Biblical Greek']","Variant of Matthaios (see MATTHEW) which appears in the New Testament as the name of the apostle chosen to replace the traitor Judas Iscariot. This was also the name of kings of Hungary, including Matthias I who made important reforms to the kingdom in the 15th century."
